aggregate data per location for random rate = 0.1 and with Magnitude = 1
Exploration Plus Magnitude
magnitude value : 1 5 10 25 50 100 
164 perturbation point
PM : Numerical Perturbator
20 string of 100 char
Random char generated with 23 as seed
IndexLoc   #Success   #Failure   #Exception #CallAllExecs      AvgCallPerExec     #Perturbations AvgPerturbationPerExec   #Execs     #Tasks     %Success                   
113        1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
114        1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
115        2          98         0          4800               48,00              489            4,89                     100        20         - 2,00                     
116        1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
117        0          6          94         1414               14,14              153            1,53                     100        20          0,00                      
118        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
119        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
120        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
121        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
122        0          23         77         10538              105,38             1065           10,65                    100        20          0,00                      
123        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
124        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
125        0          72         28         17216              172,16             1721           17,21                    100        20          0,00                      
126        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
127        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
128        0          2          98         7243               72,43              725            7,25                     100        20          0,00                      
129        0          0          100        4494               44,94              471            4,71                     100        20          0,00                      
130        0          100        0          19200              192,00             1859           18,59                    100        20          0,00                      
131        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
132        0          100        0          19200              192,00             1872           18,72                    100        20          0,00                      
133        0          100        0          19200              192,00             1966           19,66                    100        20          0,00                      
134        0          30         70         13076              130,76             1362           13,62                    100        20          0,00                      
135        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
136        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
137        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
138        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
139        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
140        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
141        0          100        0          19200              192,00             1944           19,44                    100        20          0,00                      
142        75         25         0          300                3,00               27             0,27                     100        20         --------------- 75,00      
143        75         25         0          300                3,00               27             0,27                     100        20         --------------- 75,00      
144        75         25         0          300                3,00               27             0,27                     100        20         --------------- 75,00      
145        75         25         0          300                3,00               27             0,27                     100        20         --------------- 75,00      
146        93         7          0          100                1,00               7              0,07                     100        20         ------------------- 93,00  
147        93         0          7          100                1,00               7              0,07                     100        20         ------------------- 93,00  
148        93         7          0          100                1,00               7              0,07                     100        20         ------------------- 93,00  
149        94         6          0          494                4,94               41             0,41                     100        20         ------------------- 94,00  
150        88         0          12         500                5,00               47             0,47                     100        20         ------------------ 88,00   
152        88         12         0          400                4,00               43             0,43                     100        20         ------------------ 88,00   
153        81         19         0          400                4,00               43             0,43                     100        20         ----------------- 81,00    
155        93         7          0          100                1,00               7              0,07                     100        20         ------------------- 93,00  
156        91         9          0          300                3,00               27             0,27                     100        20         ------------------- 91,00  
157        85         15         0          300                3,00               27             0,27                     100        20         ----------------- 85,00    
159        93         7          0          100                1,00               7              0,07                     100        20         ------------------- 93,00  
160        87         13         0          200                2,00               19             0,19                     100        20         ------------------ 87,00   
161        84         16         0          200                2,00               19             0,19                     100        20         ----------------- 84,00    
163        93         7          0          100                1,00               7              0,07                     100        20         ------------------- 93,00  
164        93         7          0          100                1,00               7              0,07                     100        20         ------------------- 93,00  
165        84         16         0          200                2,00               19             0,19                     100        20         ----------------- 84,00    
166        75         25         0          300                3,00               27             0,27                     100        20         --------------- 75,00      
167        64         36         0          400                4,00               43             0,43                     100        20         ------------- 64,00        
168        64         36         0          400                4,00               43             0,43                     100        20         ------------- 64,00        
169        76         24         0          1971               19,71              195            1,95                     100        20         ---------------- 76,00     
170        57         0          43         2000               20,00              205            2,05                     100        20         ------------ 57,00         
172        17         83         0          1600               16,00              170            1,70                     100        20         ---- 17,00                 
173        29         71         0          1600               16,00              170            1,70                     100        20         ------ 29,00               
